2025-12-04 19:54:13.849 (   0.000s) [        CE2D1B80]   plugin_attributes.cc:58       1| PluginAttributes::PJRT_Plugin_Initialize
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.790 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:14.791 (  60.941s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
