WARNING:root:Defaulting to PJRT_DEVICE=CPU
Using TT-Metal from the source tree: /localdev/hshah/tt-xla/third_party/tt-mlir/src/tt-mlir/third_party/tt-metal/src/tt-metal
WARNING: TT plugin is setting XLA_STABLEHLO_COMPILE to 1. This is required for TT PJRT plugin to work correctly.
============================= test session starts ==============================
platform linux -- Python 3.11.14, pytest-8.4.2, pluggy-1.6.0 -- /localdev/hshah/tt-xla/venv/bin/python
cachedir: .pytest_cache
rootdir: /localdev/hshah/tt-xla
configfile: pytest.ini
plugins: anyio-4.11.0, jaxtyping-0.3.3, forked-1.6.0, split-0.10.0
collecting ... collected 1 item

tests/torch/single_chip/graphs/test_simple_matmul.py::test_matmul_incorrect_sharding 2025-10-23 04:30:13.548 (   0.000s) [        2146C480]      dylib_platform.cc:47       1| DylibPlatform::SubclassInitialize
2025-10-23 04:30:27.663 (  14.115s) [        2146C480]      event_instance.cc:171      1| EventInstance::PJRT_Event_Destroy
2025-10-23 04:30:27.663 (  14.115s) [        2146C480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-10-23 04:30:27.663 (  14.115s) [        2146C480]     client_instance.cc:641      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-10-23 04:30:27.663 (  14.115s) [        2146C480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-10-23 04:30:27.663 (  14.115s) [        2146C480]      event_instance.cc:222      1| EventInstance::PJRT_Event_OnReady
2025-10-23 04:30:27.663 (  14.115s) [        2146C480]      event_instance.cc:171      1| EventInstance::PJRT_Event_Destroy
2025-10-23 04:30:27.663 (  14.115s) [        2146C480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-10-23 04:30:27.663 (  14.115s) [        2146C480]     client_instance.cc:641      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-10-23 04:30:27.663 (  14.115s) [        2146C480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-10-23 04:30:27.663 (  14.115s) [        2146C480]      event_instance.cc:222      1| EventInstance::PJRT_Event_OnReady
2025-10-23 04:30:27.663 (  14.115s) [        2146C480]      event_instance.cc:171      1| EventInstance::PJRT_Event_Destroy
2025-10-23 04:30:27.663 (  14.115s) [        2146C480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-10-23 04:30:27.663 (  14.115s) [        2146C480]     client_instance.cc:641      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-10-23 04:30:27.663 (  14.115s) [        2146C480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-10-23 04:30:27.663 (  14.115s) [        2146C480]      event_instance.cc:222      1| EventInstance::PJRT_Event_OnReady
2025-10-23 04:30:27.663 (  14.115s) [        2146C480]      event_instance.cc:171      1| EventInstance::PJRT_Event_Destroy
2025-10-23 04:30:27.663 (  14.115s) [        2146C480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-10-23 04:30:27.663 (  14.115s) [        2146C480]     client_instance.cc:641      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-10-23 04:30:27.663 (  14.115s) [        2146C480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-10-23 04:30:27.663 (  14.115s) [        2146C480]      event_instance.cc:222      1| EventInstance::PJRT_Event_OnReady
2025-10-23 04:30:27.663 (  14.115s) [        2146C480]      event_instance.cc:171      1| EventInstance::PJRT_Event_Destroy
2025-10-23 04:30:27.663 (  14.115s) [        2146C480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-10-23 04:30:27.663 (  14.115s) [        2146C480]     client_instance.cc:641      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-10-23 04:30:27.663 (  14.115s) [        2146C480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-10-23 04:30:27.663 (  14.115s) [        2146C480]      event_instance.cc:222      1| EventInstance::PJRT_Event_OnReady
2025-10-23 04:30:27.663 (  14.115s) [        2146C480]      event_instance.cc:171      1| EventInstance::PJRT_Event_Destroy
2025-10-23 04:30:27.663 (  14.115s) [        2146C480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-10-23 04:30:27.663 (  14.115s) [        2146C480]     client_instance.cc:641      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-10-23 04:30:27.663 (  14.115s) [        2146C480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-10-23 04:30:27.663 (  14.115s) [        2146C480]      event_instance.cc:222      1| EventInstance::PJRT_Event_OnReady
2025-10-23 04:30:27.663 (  14.115s) [        2146C480]      event_instance.cc:171      1| EventInstance::PJRT_Event_Destroy
2025-10-23 04:30:27.664 (  14.116s) [        2146C480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-10-23 04:30:27.664 (  14.116s) [        2146C480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-10-23 04:30:27.664 (  14.116s) [        2146C480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-10-23 04:30:27.664 (  14.116s) [        2146C480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-10-23 04:30:27.664 (  14.116s) [        2146C480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-10-23 04:30:27.664 (  14.116s) [        2146C480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-10-23 04:30:27.664 (  14.116s) [        2146C480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-10-23 04:30:27.664 (  14.116s) [        2146C480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-10-23 04:30:27.665 (  14.117s) [        2146C480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-10-23 04:30:27.665 (  14.117s) [        2146C480]     client_instance.cc:641      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-10-23 04:30:27.665 (  14.117s) [        2146C480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-10-23 04:30:27.665 (  14.117s) [        2146C480]      event_instance.cc:222      1| EventInstance::PJRT_Event_OnReady
2025-10-23 04:30:27.665 (  14.117s) [        2146C480]      event_instance.cc:171      1| EventInstance::PJRT_Event_Destroy
2025-10-23 04:30:27.665 (  14.117s) [        2146C480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-10-23 04:30:27.665 (  14.117s) [        2146C480]     client_instance.cc:641      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-10-23 04:30:27.665 (  14.117s) [        2146C480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-10-23 04:30:27.665 (  14.117s) [        2146C480]      event_instance.cc:222      1| EventInstance::PJRT_Event_OnReady
2025-10-23 04:30:27.665 (  14.117s) [        2146C480]      event_instance.cc:171      1| EventInstance::PJRT_Event_Destroy
2025-10-23 04:30:27.665 (  14.117s) [        2146C480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-10-23 04:30:27.665 (  14.117s) [        2146C480]     client_instance.cc:641      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-10-23 04:30:27.665 (  14.117s) [        2146C480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-10-23 04:30:27.665 (  14.117s) [        2146C480]      event_instance.cc:222      1| EventInstance::PJRT_Event_OnReady
2025-10-23 04:30:27.665 (  14.117s) [        2146C480]      event_instance.cc:171      1| EventInstance::PJRT_Event_Destroy
2025-10-23 04:30:27.665 (  14.117s) [        2146C480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-10-23 04:30:27.665 (  14.117s) [        2146C480]     client_instance.cc:641      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-10-23 04:30:27.665 (  14.117s) [        2146C480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-10-23 04:30:27.665 (  14.117s) [        2146C480]      event_instance.cc:222      1| EventInstance::PJRT_Event_OnReady
2025-10-23 04:30:27.665 (  14.117s) [        2146C480]      event_instance.cc:171      1| EventInstance::PJRT_Event_Destroy
2025-10-23 04:30:27.665 (  14.117s) [        2146C480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-10-23 04:30:27.665 (  14.117s) [        2146C480]     client_instance.cc:641      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-10-23 04:30:27.665 (  14.117s) [        2146C480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-10-23 04:30:27.665 (  14.117s) [        2146C480]      event_instance.cc:222      1| EventInstance::PJRT_Event_OnReady
2025-10-23 04:30:27.665 (  14.117s) [        2146C480]      event_instance.cc:171      1| EventInstance::PJRT_Event_Destroy
2025-10-23 04:30:27.665 (  14.117s) [        2146C480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-10-23 04:30:27.665 (  14.117s) [        2146C480]     client_instance.cc:641      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-10-23 04:30:27.665 (  14.117s) [        2146C480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-10-23 04:30:27.665 (  14.117s) [        2146C480]      event_instance.cc:222      1| EventInstance::PJRT_Event_OnReady
2025-10-23 04:30:27.665 (  14.117s) [        2146C480]      event_instance.cc:171      1| EventInstance::PJRT_Event_Destroy
2025-10-23 04:30:27.665 (  14.117s) [        2146C480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-10-23 04:30:27.665 (  14.117s) [        2146C480]     client_instance.cc:641      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-10-23 04:30:27.665 (  14.117s) [        2146C480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-10-23 04:30:27.665 (  14.117s) [        2146C480]      event_instance.cc:222      1| EventInstance::PJRT_Event_OnReady
2025-10-23 04:30:27.665 (  14.117s) [        2146C480]      event_instance.cc:171      1| EventInstance::PJRT_Event_Destroy
2025-10-23 04:30:27.665 (  14.117s) [        2146C480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-10-23 04:30:27.665 (  14.117s) [        2146C480]     client_instance.cc:641      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-10-23 04:30:27.665 (  14.117s) [        2146C480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-10-23 04:30:27.665 (  14.117s) [        2146C480]      event_instance.cc:222      1| EventInstance::PJRT_Event_OnReady
2025-10-23 04:30:27.665 (  14.117s) [        2146C480]      event_instance.cc:171      1| EventInstance::PJRT_Event_Destroy
2025-10-23 04:30:27.666 (  14.118s) [        2146C480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-10-23 04:30:27.666 (  14.118s) [        2146C480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-10-23 04:30:27.666 (  14.118s) [        2146C480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-10-23 04:30:27.666 (  14.118s) [        2146C480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-10-23 04:30:27.666 (  14.118s) [        2146C480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-10-23 04:30:27.666 (  14.118s) [        2146C480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-10-23 04:30:27.666 (  14.118s) [        2146C480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-10-23 04:30:27.666 (  14.118s) [        2146C480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-10-23 04:30:27.670 (  14.122s) [        2146C480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-10-23 04:30:27.670 (  14.122s) [        2146C480]     client_instance.cc:641      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-10-23 04:30:27.670 (  14.122s) [        2146C480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-10-23 04:30:27.670 (  14.122s) [        2146C480]      event_instance.cc:222      1| EventInstance::PJRT_Event_OnReady
2025-10-23 04:30:27.670 (  14.122s) [        2146C480]      event_instance.cc:171      1| EventInstance::PJRT_Event_Destroy
2025-10-23 04:30:27.670 (  14.122s) [        2146C480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-10-23 04:30:27.670 (  14.122s) [        2146C480]     client_instance.cc:641      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-10-23 04:30:27.670 (  14.122s) [        2146C480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-10-23 04:30:27.670 (  14.122s) [        2146C480]      event_instance.cc:222      1| EventInstance::PJRT_Event_OnReady
2025-10-23 04:30:27.670 (  14.122s) [        2146C480]      event_instance.cc:171      1| EventInstance::PJRT_Event_Destroy
2025-10-23 04:30:27.670 (  14.122s) [        2146C480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-10-23 04:30:27.670 (  14.122s) [        2146C480]     client_instance.cc:641      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-10-23 04:30:27.670 (  14.122s) [        2146C480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-10-23 04:30:27.670 (  14.122s) [        2146C480]      event_instance.cc:222      1| EventInstance::PJRT_Event_OnReady
2025-10-23 04:30:27.670 (  14.122s) [        2146C480]      event_instance.cc:171      1| EventInstance::PJRT_Event_Destroy
2025-10-23 04:30:27.670 (  14.122s) [        2146C480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-10-23 04:30:27.670 (  14.122s) [        2146C480]     client_instance.cc:641      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-10-23 04:30:27.670 (  14.122s) [        2146C480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-10-23 04:30:27.670 (  14.122s) [        2146C480]      event_instance.cc:222      1| EventInstance::PJRT_Event_OnReady
2025-10-23 04:30:27.670 (  14.122s) [        2146C480]      event_instance.cc:171      1| EventInstance::PJRT_Event_Destroy
2025-10-23 04:30:27.670 (  14.122s) [        2146C480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-10-23 04:30:27.670 (  14.122s) [        2146C480]     client_instance.cc:641      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-10-23 04:30:27.670 (  14.122s) [        2146C480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-10-23 04:30:27.670 (  14.122s) [        2146C480]      event_instance.cc:222      1| EventInstance::PJRT_Event_OnReady
2025-10-23 04:30:27.670 (  14.122s) [        2146C480]      event_instance.cc:171      1| EventInstance::PJRT_Event_Destroy
2025-10-23 04:30:27.671 (  14.122s) [        2146C480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-10-23 04:30:27.671 (  14.122s) [        2146C480]     client_instance.cc:641      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-10-23 04:30:27.671 (  14.122s) [        2146C480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-10-23 04:30:27.671 (  14.122s) [        2146C480]      event_instance.cc:222      1| EventInstance::PJRT_Event_OnReady
2025-10-23 04:30:27.671 (  14.122s) [        2146C480]      event_instance.cc:171      1| EventInstance::PJRT_Event_Destroy
2025-10-23 04:30:27.671 (  14.122s) [        2146C480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-10-23 04:30:27.671 (  14.122s) [        2146C480]     client_instance.cc:641      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-10-23 04:30:27.671 (  14.122s) [        2146C480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-10-23 04:30:27.671 (  14.122s) [        2146C480]      event_instance.cc:222      1| EventInstance::PJRT_Event_OnReady
2025-10-23 04:30:27.671 (  14.122s) [        2146C480]      event_instance.cc:171      1| EventInstance::PJRT_Event_Destroy
2025-10-23 04:30:27.671 (  14.122s) [        2146C480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-10-23 04:30:27.671 (  14.123s) [        2146C480]     client_instance.cc:641      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-10-23 04:30:27.671 (  14.123s) [        2146C480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-10-23 04:30:27.671 (  14.123s) [        2146C480]      event_instance.cc:222      1| EventInstance::PJRT_Event_OnReady
2025-10-23 04:30:27.671 (  14.123s) [        2146C480]      event_instance.cc:171      1| EventInstance::PJRT_Event_Destroy
2025-10-23 04:30:27.671 (  14.123s) [        2146C480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-10-23 04:30:27.671 (  14.123s) [        2146C480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-10-23 04:30:27.671 (  14.123s) [        2146C480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-10-23 04:30:27.671 (  14.123s) [        2146C480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-10-23 04:30:27.671 (  14.123s) [        2146C480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-10-23 04:30:27.671 (  14.123s) [        2146C480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-10-23 04:30:27.671 (  14.123s) [        2146C480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-10-23 04:30:27.671 (  14.123s) [        2146C480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-10-23 04:30:27.671 (  14.123s) [        2146C480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-10-23 04:30:27.671 (  14.123s) [        2146C480]     client_instance.cc:641      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-10-23 04:30:27.671 (  14.123s) [        2146C480]     memory_instance.cc:57       1| MemoryInstance::getDevice
